model_uid,lvis_category,caption
6423d67f3ed34e7896c2b872575d748c,pottery,ceramic vase
35cbd619ed32464683ae99ab574e3b43,rifle,rifle
652b02ea8349fbf18f68a9b46b2787f4c070b3667421501a8adc3022e354e624,sculpture,mannequin bust
fb12487d90f746af8ea688811b19bcea,statue_(sculpture),hooded figure statue
66b27fda60e54f8d923c3241ddf4c5a7,teapot,teapot
baa41c00ec1d4dc586a6f066c56b62ac,toy,gun
7ea125d0a67b42f0bb3058364ac9f56f,vase,gray bottle cap
3b0074607e20403cbe1ceeae7d079897,car_(automobile),car-shaped object
b692cafef08e4890871e518b318f08a6,chair,modern chair
d0c3beb3d5185fa7faadee38c41b80be38fc97c5379f214eb221f1f78b6c2312,cylinder,cylindrical connector with flanges
2677de8e9fd06fbc7be73bc926ff718c8f1b5850e06f23e89e41b88c8faef47c,figurine,humanoid figure
bf01bc1024b255932ec2d3fe3e65b6e1dd97adb124152d289db1ca8b9f566457,gun,gun grip
6577f6f6244f40fc81baa4f22d6445b4a095412539b94a2ea70ff4ff83b2a1b6,pottery,pot with handle
36ac34ef73274f36800b9df438ddd10f,rifle,rifle
05b556c9530018a93074e3befa46c77c190e6e38762687ab585f5ed81c23d607,sculpture,two spheres
fbafb3f2e031e7d5c9552e417fb0aa97c40e0fca6a4d789fb4cb05291a3d7c61,statue_(sculpture),robed figure
39249c63034540f5a9f2451a73c8c43f,sword,humanoid figure
6745723bfdee40c4a02773b963b064ea,teapot,teapot
bb3b8670bdf74b6e9feee00448139407,toy,abstract humanoid figure
3b8d6a22cc6a71321d6825dcc66805bc87ab33b9639b6142986e237d172998bf,car_(automobile),car-shaped block
a1367212659106b1bb5c0526b1284f1f40983dee86bf24d84130effb04c5cb93,cube,geometric solid
cfe7da1b074249eb92289dbc43749598,figurine,stylized animal figurine
bf6d647b2d2a4109bd2f2cc024ccf61d,gun,revolver pistol
663fd55d530c4f1abeefb92b7be45502,pottery,gray textured spherical pot
374bfcf255f9481492f97d7d73e21a7d,rifle,assault rifle
37d43afdf2e4a9da3d54e4e75170611e3220c5a9f2bb372c943416b70d899878,sculpture,abstract human figure
fc6ee38189ef432a96f29c344dfdb102,statue_(sculpture),bell with angel statue
3985d8cdc3634d2ca45c6be8335ddd23,sword,curved blade weapon
683470d9e4b14e8fa9d98dae97a2016e,teapot,teapot
bbb1391a64b2c235aae6f9235e19495aa11892c12f2499f9f2404d36f5d9a029,toy,tanker truck
80221d48dfe64b0782b68ccb33abb49d,vase,vase
b734519d12684837b6a8bc348b325def,chair,stool with ladder
a1c782ec2a0049179e84f28585166b9e,cube,gravestone
671f619f09173b17d5d5881d6e9a61054f03049ba720b2a58ad688056c8428c3,pottery,pot with handle
205729cf0b174a3bbed32cd4e667c067,sculpture,deer head statue
fd4e7d2b5e2b49548b7b989bf0da746d,statue_(sculpture),stone tool
39c18a4472cf48979e5e80420db5ce7c,sword,curved blade object
68c50e6cc64a46598aae4c96becbf358,teapot,teapot
819a3ff1452f41159aabba9bf1cd2edda6e02931a5899608ef0f1012fa528091,vase,abstract gray object
b76ef0ab8a094ba4bb55eee598a8aeea,chair,foldable chair
05e60e07fc51c62b896e21615ccda90760cbe02c8e35dfe37e0de545784984a6,figurine,humanoid figure
c04f006cc2a9451281e24e31107416c1,gun,pistol
682898bec7961e619c3c1a03b7dc98529028f5ca5fc848e65d33a66f818a212f,pottery,low-poly clay pot
3906c770d1b342e789d106306a356b10,rifle,rifle
bedd71bd79db96e96c9778be6aec77e811b6bd238a8e2903519a975ed65f7103,sculpture,robotic arm
3a86c621ae204e2aa20e86e70eaa75cf,sword,stylus
69103bb1145a4f8eba32dcdbd30cb832,teapot,gray plastic toy block
bd1b1daa0f14498eadc0c0f5308a642d,toy,gun
3ca8aa5501cf014914ddf39e6fb74e98775f07d6d4f5b5e3a85ec55c87cac805,car_(automobile),gray car-shaped object
a27bb5b88584144be36f0471a93024a9e10e89af58c36f731b0905972c675853,cube,gray cube
d3eef04edd1963d6a157bb06a2fa74b1976bbd661dea50df8c07e8d5becddeeb,cylinder,cylindrical object with rounded top
c0b05552159f405ebb8a9211b9e98276,gun,gun
68ac656b32564697b536d3fe75f68357,pottery,clay pot
3f592cb227f745c0a887f94183c67668,sculpture,abstract geometric sculpture
fe3bc09808e644b0aa78f232b2d9aad7,statue_(sculpture),statue on pedestal
3aebeef37b494166904053e9d4caf273,sword,sword
699c021b55e24eb28fad6ceeb05d17c1,teapot,teapot
bddf710f734f4231922f1b04f2484058,toy,stylized dinosaur figure
836d17069fb14f68992192696c82e6d0,vase,ancient ceramic vase
3d27c91736c5e21ca596249eef975f1fe023546b53f59ae46182ab0e315116b6,car_(automobile),abstract geometric sculpture
b7fde94ec172425492930e10e59bf610,chair,modern lounge chair
a2c6589260354402b8023155fb63fdf3,cube,gray box with recessed square panel
bba08a267ca32b2271b3ea7bd15c09c3b3ec43e5bba48bb59287583ef0451ec3,figurine,conical horn with handle
c101319285ea46af8dc8f6f29f8b60c8,gun,pistol
69126415353148c3954be94b47e5f0a2,pottery,pitcher
3ae779325222461685d5f7813521d84f,rifle,assault rifle
0eb9cfcd84de81b5479df9f62e5debf65dc0de4f8b4c13c813a0a80da091ce72,sculpture,face mask
3b2bd878892f48e6a3511e6f40d9f0d2,sword,sword
6a5aeb5afcde44f5a2d24d5322910373,teapot,teapot
be44fe24fb624d628cae8a6328c1f912,toy,gear-shaped object
83fc8ce0ece34203a6ed8e7afa29efd0,vase,gray vase
3d847912b7fbdc8cae03421ba9756e6ce3924ebe05fa0169e4fcef39dc4a31b2,car_(automobile),car model
b850488f0b0e41649e6ac89aa09714e7,chair,abstract chair sculpture
a309b78e26f2483bbc50a78648d7b8fb,cube,3x3x3 Rubik's cube
d545236884ee417aad65c6378769b305,cylinder,spray can
3ca8f9e9c8e24f049d3561aa072a2e92,figurine,Dragon Ball figurine
c14db2aa59a542c0b3c787c9e39ec44a,gun,rifle
6a135fabb09e4af78b453d35544afb0d,pottery,ceramic vessel
add03e918643424ba7218d206a3507ff,sculpture,sculpted fish figurine
fff37474d77066c822e2a826ca99371437bf8a8e68243c3b1597d9ce379269a2,statue_(sculpture),figure on base
3bbaf5b403424b05922786fafbdfaa47,sword,sword
6b169221b3e26721a92ba077a2354a6e4d810d6079080a8a057f306296b780fd,teapot,stool
be833142bd3545eab8fa1148c6069993,toy,abstract sculptural form
84bd1bbe9aae4f3785362803d3ccc9c4,vase,gray vase
3ddc86bde05d4af8b1fc36822cb1a1fc,car_(automobile),armored vehicle
b87cf5c86f684e149965cc572fd7b140,chair,table with chair
c8a5dbb62324b594fad3a78cd902621e0134906d48e8555e9ff968b0a22671eb,figurine,humanoid figure
3d089b3f1d6e44e78e109b3159dcd418,rifle,assault rifle
3c19f6048cf44872b3b728044d532bf4,sword,sword
bed07ff6ffa74ac5837fc3e30ba6bccc,toy,toy car on rotating base
8560358bff3fddfb54b01e890e8fca5c5317e7147905df72d02794c6df439c54,vase,glass bottle with stopper
a431a6cd3c174e768b38f2ef8deeff79,cube,gray cube
d6132f2585bcdeebfa2c9f97887f015698e9308c26aee9ca51fadb05c6bce59f,cylinder,cylindrical pipe fitting
663ae011bce3c265e5000eedad6c3e9b597ee8ce6c5972ce80080dd318a818f9,figurine,humanoid figure
c224c03f22004d2ea18152759cc68e03,gun,gun
6bd56957e9d749b9b3d78f905f6fe991,pottery,abstract sculptural form
bf8f0408a671984c129ac8b27176f1ae0467095ac18bf40a1fbb50d4317614f9,sculpture,abstract geometric sculpture
6c66c66ca7f04ad3a25ff8b4a311e4b6,teapot,teapot
bf8420b9d08ce7684c07cd14b2d8b9613d6588c82b11c6579529847623b99399,toy,diver in motion
b90988b36213429d8411823b0b67e137,chair,modern chair
a4bb2bee83a4045ee136cfcc8730705e60f8000961bd57c6eff241d7799eafaa,cube,gray cube
d6ca15ec022e450e99657a1494ea0f3d,cylinder,gray stick
8394d56951cf4bec8c6a5850c788ec48,figurine,abstract sculpture
c269c27c8fbd41d2ba6ad7a8376a86fa,gun,pistol
6c97c64c98fd46d886c607b7391ef21c,pottery,cratered moon-like sphere
3f59f316c6f64dd08ba90ef531c7cf2c,rifle,assault rifle
c90b4d584b9d4d499f6abf24bbc3fcf8,sculpture,broken robotic arm
6d60a0f8ebe7438aa8ffea9da5c92a0f,teapot,teapot
c041c5debf2f4e7a9f03bdef1e47b21a,toy,plush toy
8732e2e3c6d645428aa6ce0d736515e4,vase,gourd-shaped object
3ecd9611e614d453d02e4c779ce727b5c12882684a785d59ff0781fcecf361e7,car_(automobile),airplane
b987b6850dcd47d0ab38c99f18b3fbc3,chair,wooden chair
a58ad2a0b5a1884a0d1654d13aa20046e2ecdb50ef17269c1dc3a634545e1f8f,cube,gray cube
d7538fd0acf3b1af5dc53487169549d1f0c2db57c5943d66403b44451d9a1db5,cylinder,cylindrical container with lid
179b07c13d3c125439745fa1c812f7519e5ee3c08a10b4f50399321e7f8fc109,figurine,witch figure
c3079e7981dc46a9a34d6eb087c0e659,gun,disassembled handgun
6d0d0e667e9044ffa7518bbb07e8da36,pottery,ceramic pitcher
401a0698fc4f98bf9142caf9a411c0fe45613697054c21418bebcf8557c945d9,rifle,rifle
8d01038b218845dd94c190567362dd9b,sculpture,ant figurine
3cede1cabed04dbd918d514b4c3621a9,sword,knife
8842cbeb1299ea63a4654c5097926a9ea7ae26ce7654fdf29763a407352fb639,vase,crumpled ball with cap
3f51b5c4f3814fb771f2b83a30c4d8a31abce608a24af77874f01fef9650ad9f,car_(automobile),car parts
b9dc6bdcbf38466cb83e4e2f4b08d102,chair,square rug with chair
a5d7d6962efda21d374c8c0bf80c35a30ee75b9ebd7828771d2df012cfbc8236,cube,gray cube
d7de9681cbb84bfb2110f746a533e2df3111ae442064af607cd2d6e019b757ec,cylinder,bone fragment
c3941656742647c8a25a04035e44dc29,gun,revolver pistol
6e1590d2bafc4879be055c017d413527,pottery,gray vase
413a55a16aa64b78be716f0a357db41c,rifle,gun
5c720669483f45b59a1789210bf693d1,sculpture,abstract geometric sculpture
6ee593451594421aaca765eb2e5c34c5,teapot,teapot
88cacef1115a47bfafa65cd52697f821,vase,vase
3f927e2efcc54dff9536faee3d55eeee,car_(automobile),car model
ba10dfd204924d5fbd91502f5318ca7d,chair,abstract sculpture
a658e706c7d91bc660d50aecced28e52f92c242b1c2d1acc0fc0c4c0f6619fe2,cube,cylindrical pipe connector
6ea8bca104b446cebfd59dfe8bfba3e7,pottery,fragmented ceramic vessel
4258f5586dfeca52219fa4a8bb50055e443cf4e59dfd6f1f631118b94b8e35d1,rifle,assault rifle
3db9d2f59eca4c53b9dc97a4fac29047,sword,sword
6f6f08f04426a3377e27b93fd5de3081b403999768206f2a804f207153724db5,teapot,low-poly skull-shaped object
c25005a30dc6d2e5765552040ae3def2338fc4c152520c0e2b4c79a38070eaae,toy,blocky humanoid figure
3fc87475dbf1484b61801d16bf1f9e9e796644cbf6c60e4a04b4015951244620,car_(automobile),stapler
ba4dc8a319b0895fc6647e41fe0ff4e29f1e4288a6097a2f9e9a55c64576bdfe,chair,modern chair
a6a5e741efa641bbb580204063cb30a5,cube,abstract geometric sculpture
d93209b8d736baa7abac303d97e50c18c38942493a5f4a4bf5bdd01334ef6cbd,cylinder,flat circular disc with central hole
da3ae81ca966a5434a3611f9409f6255987fe34aa48e66ba4d67fee20ace05af,figurine,low-poly bat-like creature
c433c59526cb4755ab03c0a7c2b4554b,gun,gun
6fb673908ccb44e2a645e2b5df8de9a4,pottery,stone bowl
439f57b486611b7b91d71738bcf326d983d24e94201751b488a503f2c93b4293,rifle,stylized brushstroke
83fb2ad078ce40af987402ebd2a2511f,sculpture,hand gesture
7041df88d1634ae6a62a4739fb32d7ea,teapot,teapot
89cb19e19a114ba39d0ddfd4b9c76685,vase,gray teardrop-shaped object
40215b49519e441ca08f0242108da05c,car_(automobile),helicopter toy
a73a1d207d1e45f99f28a73570e79bac,cube,geometric solid
d9afc16777004b7abab40a675edfbdd6,cylinder,pencil eraser set
6279088c3b95f0f1d8e5ee7d36f466d722771cf7ccc18a8a2119aa5dcae0b2c9,figurine,humanoid figure
707a1f52ee22476e891427315b9c770f,pottery,ceramic vessel
44db4cd2bca34a6db6ef25354337aa2d,rifle,assault rifle
3e64682477e24e188d6c38a37be5df34,sword,spiky dagger
71056e277ae34f35e29c23a9dcd998c2b8c054c3c064a5eb3d05fdd407de99ba,teapot,teapot
c36cab11cbdf459b8fc7b7899270ec0a,toy,microphone
8a75d68f47bdad4affd1dbbef9259a918a0c2d9334ea3298b7d3a17745be6204,vase,broken pot
bab8c2b83d7246dd929e7db200895f99,chair,geometric block structure
a79a9e69926d4536b06ea97e77b14ecb,cube,abstract sculpture
a12020a65b065b42c7a904fabd559b12eb7115d698320af4c1294f9c697afc29,figurine,human figure silhouette
c56500f0cafb9b5786cbda812ed469e31a4b1210c562d07c32adc3470f7a66cc,gun,abstract geometric sculpture
71006e0b2d8744868c5430e58e9c5f60,pottery,abstract figurine
e97e80b66a84ce1d8bee5aca2ae0a5fde3ffb67ea63622f8445cff6db67bcd44,sculpture,abstract geometric sculpture
3ed5eaa643611843049630226a7ed57917cb8262200a63684304ee8c04d14f0e,sword,sword
71ff5028255a4e729bfe00e78cea8922,teapot,teapot
c3e4113fd4f44782a5299e8915d76daf,toy,abstract mechanical sculpture
8b671cf110894d819235da16ffed37d6,vase,vase
40b437fe9b7246588f09dc0ba2d18807,car_(automobile),car
bafd3f2b2e4f4098a6554385e72ef103,chair,square table with chair
a7e6f4d928a94b50a73fcfba3df0d72a,cube,gray geometric block
dbf9bf9d1feb45e9b139d1235ffd3287434b5e920f5e9ea02521d08b45304c1f,cylinder,pipe fitting
c17120812b1dab1aeffd71ede78383c4f0d72488e9dff6948f4f064c95b550fd,figurine,humanoid figure
71a44774a0c948ff95591ed3243aeb72,pottery,teapot
470cc936b49d3b57554e0fed47123057eff2b4c1891ef9936cce1fdf517fc625,rifle,gun
23089018432f8bd8b4a7ae5ad5c4db2af42c690a401e10e361406987aecd61e9,sculpture,abstract sculpture
72da6c9c25b54f718a97d7e0f78e392e,teapot,teapot
c487739843bef3e0b19da8fd7a74b020944110c1986af794c08ebbe2c7091681,toy,toy rocket launcher
8c14fe743c67a932cb2d676dc76303ab96aef87bb6bd88fb6c40b27908d00e7b,vase,stone projectile
413c7b9f3403462183710931f03b3141,car_(automobile),car model
bb35e658335840b9a9b9a1b0577f3fba,chair,metal chair
70beec86c0abeb57dbae5df336bf88da2c248e985eec8ecb9cfc68057e0c6323,figurine,humanoid figure
7268b5993fe2471bb3029be390e4ca69,pottery,pot with handle
47e79809ba174f1c8d15954b38102309,rifle,rifle
b58e6cfcb377430289e5f060d5a91322,sculpture,abstract gray sculpture
73c84159469c4025be930c458316aab4,teapot,teapot
8cd0fa8cd60444119e2eef26fdc66447,vase,kettle
bb9b52a640494bc9b9a6682ba076c23a,chair,wooden chair
a8cdc236232bf7f1151c54454685c796baa42267cf45404ea8afd8a630ca44f5,cube,vase with plant
dd3fb4bdfc324ebfb6310ae050a2806a,cylinder,gray cylindrical object
c661a7a57c6e42cd83502013c94227e8,gun,rifle
7382bc862ade430b95da62d391de335d,pottery,gray bowl
bdfc6e291f074dab842d26a4b661ae1d,sculpture,metal frame structure
3fe8ec35c192430a9571021e8b94cc53,sword,sword
742f960a1bf9465fb6642f2d87d71d3b,teapot,gray blocky toy piece
c599dc8e30f8445c837fb96494c02b88,toy,lollipop
8e1e7cd926319f3cce09b845564f17515521052bc73c493b3514471add208d68,vase,cylindrical container
42388423fb7a7bf86af4c7d71bb1083abf98cccc4c3f2e6eeb16a0685d676124,car_(automobile),car
bbd9ea4d6ba9265a79976e4953ebcaaa81b17c3723693fdeef0fd66890a87975,chair,metal frame chair
de63cfb3cd0e443c0dcd8873ef90e3af5f00bfc99e6e8216eb4b3be24ec20123,cylinder,gray cylinder
92b9706c60dfacbdfa282df453ea88051e90eb31b5daad97a3e9de4207cf2aab,figurine,humanoid figure
742ce479c63045f89d797bf049100b65,pottery,textured ceramic vessel
4988e974dced4f8c95767d0064a1f740,rifle,rifle
157e5fc376734e5c88ccae00cc618676,sculpture,stacked geometric blocks
404ae0414b394cb3bd23ca5c420038e7,sword,sword
c5efd88723804c54b74b616f8c52dcc9,toy,gray 3D cartoon character
8e646091863ecd260bd1fe87a1fe469528399b2be12ae558a605efd8d470c5ee,vase,low-poly ceramic jug
4271292c78c7476e9fc6ca4a4cc5abfa,car_(automobile),car model
bc0ecef78a30ab72d6553d0e1980219c58b695e004ab3c5ba6f605ddd674aa1d,chair,briefcase
aad4095fe5134055bd8741777c7633a3,cube,folded paper object
57ee20584a1cbfdab44c7eb3b2d0c6357c8619c67eef65eea3561ff712096dea,figurine,robotic bird
c7554fa4a6cc4fc39637e156195fe202,gun,gun
7509540fe40e422e98ae3a63d43dfedc,pottery,vase
4a1a61277064778a5fb5ab42625542de809d9e07d42bb24b3c25ea16c2b2fa43,rifle,rifle
88419a1970a848248197da324825d226,sculpture,statue on pedestal
75f337860b5e4f3d9110b151bdc48a7d,teapot,teapot
c617143f3f1b4aea9fcb232e01485b96,toy,gun
8efce9436840b83f7addd96de7431aff4e364f604476638786a8c6342af9c94e,vase,pot with lid
bc398b2b0ac01685e0d0a230d27edfbd2fbc416f17c26ab874140b5454ff0cd9,chair,modern minimalist chair
ab4b948dba2e40cdb83f871f9615e089,cube,gray geometric block
df6688161b6f4e58a70ad4e9cb13b27c,cylinder,vertical rod
c7ade5f1b1d8434897f10914122e49f6,gun,gun
757f9bcf6e241652ac7102fd2fd9835bc38b66ee2c71ed956b55f1986a4021bc,pottery,ceramic pot with handle
4abce74ca02fd640a3530e803752e832aff0c2a760f4febf12069fc2372d80b2,rifle,broken object fragments
580f404ed38e4d9ba7297c58cc38d586,sculpture,gray mechanical component
40f0f5c644974045a3a0747279109e58,sword,sword
76a6efe81d05b77e192e050d9fbaddee7d9145188715c416126c04b83a68ef7a,teapot,teapot
8fdb06dae6af260c435a2891742cedb18e199f947db6818603f91063177e0b5f,vase,abstract gray figure
4350c8de8fd740f582bd316c1fa010ff,car_(automobile),car model
bc662dc08627868e2cd6f978cf4a46c98c58a1abdbfb846baa1c3317939b73f7,chair,broken chair
ac8af6880044bbd7d5672e3187204fd836eeac921aa61f6c3c2ede9d2a786bc7,cube,gray geometric block
e073996a679a4dab8f9e76fe373691bd,cylinder,stacked plates with napkins
34552ca0946342a5ac817bdf8e10063f,figurine,dinosaur silhouette
777767008b8eeaf7fc3413f0e048ade08def84a5d9efb89d6f03977edfb51e3b,pottery,stone object
b27eec2477994801af7c00f10cef765b,sculpture,abstract sculpture
c7248dc0c1524686b054a897c6cbbb42,toy,mechanical part
909054e424f5ed5e25ec088c3d8d960e54bbad29369fc9b0f6ae629a37243d36,vase,ceramic vase
43a1d4356f39dd7cda8b4043f73aed9f414bf0ab87f146044dc193f5e24fc1f6,car_(automobile),car model
bc9032b255c540c488d2438d084c48aa,chair,abstract chair sculpture
e0f29e7936504be7bbf36251b7d4821b,cylinder,cylindrical object on square base
53ae1abf0d5ab12f72201d71482ac4eabe680a4b7cf17b34a4c0c6f94e0aa619,figurine,humanoid figure
c84373132ac6499080267892383dbc18,gun,pistol
784d181c0fcc45ecbe2bc91206459106,pottery,ceramic bowl
4be66e021db14c36b6b7ae5ca8cfdeaa,rifle,rifle
417e6a7f387c430fa4a55c4f5de554ad,sword,sword
c7e556e5a17e48d0ae9e04c24a0647b9,toy,toy car
9181dad99856cf55e76a2af1e162ba86a719fc4ac6b3dd4774a33c173e32af18,vase,stone pot
441c5315bbcf47f7ad62ed8ea69b48b6,car_(automobile),group of humanoid figures
bce8acd9bbae01c8de6e93d674ba3a266c50fc10b7ed587421ef9334c98bd1bf,chair,foldable chair
ad637167831d4137999390b1883aa77b,cube,geometric block
c23540b46f1041078209d362bbaccd14,figurine,abstract geometric sculpture
c8ab53a77b6a4d19811eef951f7cb221,gun,pistol
78ed6ca16be9498895e078baddc193ec,pottery,gray vase with lid
41d070758e9541d7bec4b1e10162c76e,sword,sword
792ae6aefd594c13a2bcc3d2e5d16d6d,teapot,teapot
c83ff350853071adbe5b93a74f240710955878ca8dd425e43cc0a2f0c2a1f4cf,toy,stylized bird-like creature
92537496f61dc100d7282e07b34b66429fa54686f66c9bae767d6bd752545219,vase,gray stone vase
444fbb0a2b3ad3c8b18f645e06d0e20a5dd176f6b993e987515b01a3b89c7846,car_(automobile),car body panel
bd3e52790af73a59c28b00b0ce4f7d636ef2cf94dd8a7ce5c06826c64d9c7627,chair,office chair
ae6062567b384bc788842c505af0ac6e,cube,embossed text cube
e28ac4cd4fb4657005101a00d3c7fda666e0977b37f23a2a9b8a4211aa7962f1,cylinder,pipe fitting
1aa528b91a87adfd7cd7b45af5ab782308941e90a6445c562973e3bd5a74bd1f,figurine,human figure in mid-air
c8e9121c0679437791ee4e0858349ceb,gun,revolver
4da056cdc50646a18a1082ccfabb3b6e,rifle,sniper rifle
983168d8f639473cb0205e4ba45cae10,sculpture,sculpted head bust
422870b712f04fcd9fb38edd467eaded,sword,sword
7b10a928cce4446e954941b4900def13,teapot,teapot
c913185835c24f3585bb348e132137d4,toy,toy car
452789440b5e46c682cb827eaed538d2,car_(automobile),toy car
aeda10fb44354f6396fa2c745e6bce71,cube,gray cube with recessed panel
e30f6637901d992d809d9a1f14a27c93192961225c7c31a03f1200dcb00fc4ef,cylinder,gray box with mounting bracket
f68d575183d746478b7a5b22c363231d,figurine,statue of cartoon character
c9942c6e9d63ab10455ac69c4171aaabf45dd5473c4317a8b43a5f9a4409f4ec,gun,gun grip
7a0b7d25876fd68f0c1d6c0ba50082780dfae00e957181019a6e7ed81cea8505,pottery,gray ceramic bowl
4e7881ff756b488a923d286c3f66d70c,rifle,rifle
cc776cc306ff4140b864529572282266,sculpture,statue of robed figure
429db3ea8e674cca9ac8b13a6b42eee4,sword,sword
7b9eba5f91ef4f0380b453dd0459501e,teapot,blocky teapot
c9dd288d18d14dce82a81fbc09a30d2f,toy,go-kart frame
45932b11904c34f14b4199e01581e92dee5c27384d7ec40532bc3455d20ca70c,car_(automobile),abstract geometric sculpture
be4d85d133984f56ac6341fc6f01a38c,chair,abstract chair sculpture
af28557d3fa90c67a957b41d7f91ea553f8c9c24f090e0cb0bd1cd0156f4b26c,cube,gray geometric block
fcd7f4dbb79b48ab32bd03e4cd23fa81d5dca989b8a5dddf6db628f11e51bf66,figurine,humanoid figure
ca39304b5f1945fb97ae26c99e79f364,gun,submachine gun
7aff45801d404357a9ef568de15c3027,pottery,double-handled ceramic mug
4eee6aac1c354e4a9682a1eba1a692aa,rifle,tool handle
42e9f7595e1c8171fa0f7cdafb1601bd1bc0cd657c4f3379dcc1af27864842d0,sword,sword
ca1241ea1e3848848e285e79d2188b5d,toy,model truck on platform
93dd44a9cb895a4488ce0531fb8076bf04182b6f7edd20c25b812534fa32ea8b,vase,glass bottle
45cb02e634ed477a9a04bb19813443f2,car_(automobile),car model
be99bb5937014eacb1d2c43ac4494c50,chair,modern armchair
e486bcf3716f4467865ad7ecb89478d0,cylinder,stacked cylindrical object
ca84987256be4dfc8797ba0249812ded,gun,rifle
7bbe7a566f074896b9cffea1e353275a,pottery,gray textured spherical object
5003e789edbe4712b7231b7aeece292a,rifle,assault rifle
c951b9ac8c4646ba705696158e81209578b4bc79e708401f79ca852a354f8470,sculpture,rock fragment
432821cd41e147c9b3cfd826669dca09,sword,sword
caecfbd62d4840c6b0a4535eeb1930e9,toy,gray balloon-like object
466ecb450bece2e24793d66eaba21a8b5db45fdc2351942aa35147d8ecab4a16,car_(automobile),car
bef76d072b60462ba16824efbec2ed56,chair,plastic outdoor chair
e5064dc00f654730aecef101b189f602,cylinder,pot with handle
cae08c2715c4c9b1001ac7612304f9a651c6f816c5bad21f159d5c9e2e59328f,gun,abstract sculpture
7c3daf651aa54283aaca355fc0a83191,pottery,gray ceramic pitcher
3987d4e3d65c404f9b342a165dd32820,sculpture,bust sculpture
4354aefc64df4b04b1c4adced337b975,sword,sword
cb7c39b787054923814997e58336f7ac,toy,helicopter
9577ab128c811b4cab3fa73ffd201585371d50b29569634c9eb5c805f421e314,vase,cactus
46aa1d058d094a118c921d58f947c65e,car_(automobile),car model
b107e1ccd8a34d718467f02c30bab450,cube,gray geometric block
e576efad6e09425e9549d0792bffb166,cylinder,gray bucket with lid
3ce8e419af7e85cd27f62c40df6fee5372964f93f3ec2dd124b140cf51e01e7c,figurine,gray 3D humanoid figure
7d1c21a5e8244a07a84cbf6b73ca1ea1,pottery,ornate vase
512d00ffedca42e0a84ae0f6cbbec7db,rifle,shotgun
cccdc18dc0f4bd4a96dfac744a142526b3178bdbf526709b4aafde104312eb2c,sculpture,stylized deer sculpture
437ddf3e68444ce0b60af5ed3044bd67,sword,sword
cc806c999fb746bb97ea6ca15b9b647a,toy,robot toy
9640191627cc4c8eb8c577e6db21be76,vase,gray ceramic vase
46ee192e618ead5567627df0ee715c385f13aef11521d9cddb07ec71072246a3,car_(automobile),toy car
bf6311f837cb4918bdae50c31e30ee0e,chair,wooden chair
b1c3ac2ad1bb47c4ae6c6f08dc3a7a0f,cube,gray cube
a5d83debe9da48e19fc4292de80020ba,figurine,gray ghost figurine
526ab340835e4f7f963f59b66c05133b,rifle,square object with protrusions
3441e3397f62a6f2715ab1ef3df806c1d1bd04ce03b440d35d8fad931d4b970e,sculpture,rocking horse
43add3ec8f414b2fb38ea488f3be4879,sword,sword with motion blur
cd04d7e2efdd4b20834572b542663876,toy,tank
971cdf82b63477af021a92feae8cf6f557a0281fba1efbfdcebbd03506497658,vase,Jack-in-the-box toy
bfae9e99d17f45398b5f5e2fb62f2bc7,chair,modern sculptural chair
b2520fcd67594061b5dcb38d6821bdac,cube,letter block
e72deb70e6c494266c3052c66347978d6497380780def0f754fa32b311c4bb1d,cylinder,coin with bird engraving
9cac40a994f961ca24eb26275d1386a727809e89bda85a600e0c8ae87a4ace86,figurine,chicken
cbd974c3a0df4cc88fdf4a53b18a5400,gun,pistol
7e8891a43cb94927be49c875987b2a20,pottery,textured dome-shaped object
535126b815a4497ba8e33f94facb3345,rifle,gun
2453d0fa4a971ac6369d2f0d0d722420de7f6592e9b3167c660d27a5e3a9297f,sculpture,broken mechanical object
43d9267bba71c4011cb701755305c877e926d47583493066f34570752bd4e7cb,sword,screwdriver
8185d2ea8170492895a4121ba1a4b191,teapot,teapot
cd71a95f12a4f9992c42d411bb67e9ce134ca6a2c4df883ca44791bf5c021bdc,toy,car model
479c882831c1472bad34c20720b724e1,car_(automobile),model car
bfefb9641c6746dca296fbad2d8378de,chair,school chair
b301b8f315d5d1bc8036303f9fb793337e0fee897a2bf56dcf7588aff0ef3206,cube,abstract geometric sculpture
e79fa7202c576162a8a229edaf9f7f291000a5fc4ae9685909d43385c4400bda,cylinder,cone-shaped object
eb9ea25459b8dfafc089cc69249d2c2c7c8cae78ab13171a28f9b987580c1590,figurine,gray humanoid figure
cc1b95a768864e3dbeb4c625f583e040,gun,pistol
7f33548000834137a3c224c99ce0cd53,pottery,textured cylindrical object
53e13affc85d4afdb19938942fef9875,rifle,rifle
bf01a8ab00e749aeb310487942a053c9,sculpture,gray geometric sculpture
441291e59ee34a66bb783c2a042aa6c0,sword,stylized letter j
825a7520fa194ce49411376ff17bf10e,teapot,block-shaped teapot
985de17ce827452ca915f9cb73af59f1,vase,ceramic vessel
47e7c70417694048b0e414d6142ef28d,car_(automobile),car model
e8a00045ed1a43bba1fe206565a06059,cylinder,hand grenade
f7aa49223ab649fdb3fae2304368ab5d,figurine,gnome figure
ccaccc3d3efb4805afc2a7131c3ca672,gun,submachine gun
54e83b0c185a4d2faf0a01749591cea2,rifle,rifle
